Year,Player,Player ID,Tm,ORB%,DRB%,AST%,STL%,BLK%,Shot%,vectorX,vectorY,dominance
1978,Truck Robinson,robintr01,NOJ,0.35031475872566026,1.9028376911338774,-0.678670488888881,-0.7884586476169966,-0.203686242514615,0.828037959092358,5.689,4.311,202
1978,Elvin Hayes,hayesel01,WSB,0.8082500571901531,1.414162706001821,-0.7104406262558329,-0.3752229652152654,0.5572262317040398,0.5602943040519068,5.419,-3.945,728
1978,Dave Cowens,cowenda01,BOS,0.35031475872566026,1.8713102727382611,0.2638435863306935,-0.2719140446148327,-0.203686242514615,0.0042113281986626725,5.037,5.659,805
1978,Bernard King,kingbe01,NJN,0.32949951788636517,0.35799418974866726,-0.3503790694303775,0.038012717186465726,-0.49634488644486696,1.2605469403115483,5.033,-4.54,567
1978,Ricky Sobers,soberri01,IND,-0.7112625240783917,-0.9346299644716106,1.5346490810087716,0.8644840819899281,-0.6134083440169676,0.2513593174667711,-5.476,4.777,539
1978,Marvin Webster,webstma01,SEA,1.2037396331367607,1.7136731807601784,-0.3821492067973295,-0.8917675682174293,0.9084166044203422,-0.4900846503375542,5.503,4.726,360
1978,Wilbur Holland,hollawi01,CHI,-0.4822948748461452,-1.0449759288562686,0.38033409000951746,1.071101923190794,-0.671940072803018,0.7250596302306461,-5.061,-4.488,231
1978,Larry Kenon,kenonla01,SAS,0.6417281304757922,0.7520869196938739,-0.011497604182890059,0.14132163778689863,-0.6134083440169676,1.0133989510434398,5.139,3.754,727
1978,Doug Collins,collido01,PHI,-0.6280015607212112,-1.376013822010242,0.3909241357985012,0.3479394789877642,-0.5548766152309174,0.5191029725072223,-4.892,-4.765,94
1978,Marques Johnson,johnsma01,MIL,0.9539567430652193,1.2407619048259304,-0.3927392525863134,-0.1686051240143998,0.2645675877737879,0.5808899698242496,5.35,0.262,1521
1978,Brian Winters,wintebr01,MIL,-0.6280015607212112,-1.1553218932409264,0.7403956468349728,0.3479394789877642,-0.5548766152309174,1.1575686114498365,-4.68,-4.833,250
1978,Gus Williams,willigu01,SEA,-0.6696320423998015,-1.0449759288562686,0.5074146394773252,1.6909554467933903,-0.3207497000867158,1.1163772799051517,-5.492,-5.102,379
1978,Eric Money,moneyer01,DET,-0.5239253565247355,-1.4075412404058585,0.8357060589358288,0.45124839958819707,-0.7304718015890685,0.7662509617753307,-4.911,-4.323,106
1978,Don Buse,busedo01,PHO,-0.8361539691141625,-0.9346299644716106,0.5603648684222451,1.484337605592525,-0.671940072803018,-1.2727199496865649,-5.822,5.264,48
1978,Norm Van Lier,vanlino01,CHI,-0.5447405973640306,-0.8242840000869528,1.5240590352197878,1.071101923190794,-0.7890035303751188,-1.437485275865304,-5.744,5.884,56
1978,Lonnie Shelton,sheltlo01,NYK,0.6209128896364972,0.43681273573770857,-0.19152838259561772,0.45124839958819707,0.6157579604900902,0.3955289778731684,3.648,-4.552,1881
1978,Bob Lanier,laniebo01,DET,0.5792824079579066,1.4772175427930543,0.17912322001882172,-0.06529620341396693,0.3816310453458888,1.198759942994521,5.143,2.332,2799
1978,Dennis Johnson,johnsde01,SEA,0.0797166278148235,-1.0922670564496932,0.1685331742298378,0.7611751613894953,-0.1451545137285647,0.436720309417853,-4.636,-5.009,220
1978,Bob Gross,grossbo01,POR,0.5376519262793166,-0.5247735253285957,0.3167938152756134,0.45124839958819707,-0.08662278494251427,-0.3047236583864731,-3.813,3.157,514
1978,Kevin Kunnert,kunneke01,HOU,1.3078158373332365,1.2880530324193546,-0.7422107636227849,-0.6851497270165638,0.4401627741319392,0.10718965706037459,5.653,-0.182,398
1978,Fred Brown,brownfr01,SEA,-0.6904472832390965,-1.076503347251885,0.7086255094680207,0.967793002590361,-0.4378131576588166,1.1575686114498365,-5.172,-4.899,348
1978,Eddie Johnson,johnsed02,ATL,-0.7112625240783917,-1.2026130208343513,0.6027250515781809,0.8644840819899281,-0.7890035303751188,0.08659399128803265,-5.323,2.61,98
1978,Dave Twardzik,twardda01,POR,-0.8777844507927527,-1.2971952760212007,0.45446441053240527,1.071101923190794,-0.7890035303751188,-1.0461676261907988,-5.691,4.808,38
1978,James Edwards,edwarja01,IND,0.47520620376143097,0.46834015413332497,-0.8798813588795766,-0.6851497270165638,0.030440672629586465,0.8486336248647006,5.418,-5.07,123
1978,Caldwell Jones,jonesca01,PHI,0.8915110205473337,1.650618343968945,-0.668080443099897,-0.9950764888178623,1.493733892280846,-1.3139112812312495,5.107,4.598,89
1978,Ray Williams,willira01,NYK,-0.10762053973883279,-0.8873388368781858,1.8735305462562588,1.381028684992092,-0.5548766152309174,0.6014856355965922,-5.439,4.754,1230
1978,Tom Burleson,burleto01,KCK,1.058032947261695,1.1461796496390806,-0.20211842838460167,0.14132163778689863,0.7913531468482413,-0.07817133489070656,4.759,3.378,1947
1978,Allan Bristow,bristal01,SAS,0.20460807285059424,-0.477482397735171,0.3697440442205333,0.45124839958819707,-0.7890035303751188,0.04540265974334729,-3.27,4.368,205
