Year,Player,Player ID,Tm,ORB%,DRB%,AST%,STL%,BLK%,Shot%,vectorX,vectorY,dominance
1978,Bob Wilkerson,wilkebo01,DEN,-0.5239253565247355,-0.05186224939434764,0.8145259673578605,0.3479394789877642,-0.6134083440169676,-0.40770198724818496,-4.797,5.391,328
1978,Campy Russell,russeca02,CLE,-0.04517481722094742,-0.22526305057023852,0.3379739068535813,-0.06529620341396693,-0.7304718015890685,1.1369729456774937,4.222,-3.611,348
1978,Dwight Jones,jonesdw01,HOU,0.5584671671186116,0.7993780472872988,-0.7845709467787209,-0.1686051240143998,-0.37928142887276617,-0.4282976530205273,5.014,4.622,118
1978,Dave Bing,bingda01,BOS,-0.5863710790426209,-1.2183767300321593,0.6344951889451329,-0.06529620341396693,-0.6134083440169676,0.45731597519019496,-4.524,-3.978,117
1978,Aaron James,jamesaa01,NOJ,0.24623855452918456,-0.35137272415270476,-0.5939501225770092,-0.8917675682174293,-0.5548766152309174,0.10718965706037459,5.075,-4.126,69
1978,Chuck Williams,willich02,BUF,-0.9818606549892284,-1.249904148427776,0.8145259673578605,-0.5818408064161309,-0.7890035303751188,-1.2933156154589072,-5.132,5.312,30
1978,Robert Reid,reidro01,HOU,-0.024359576381652176,0.13730226097935144,-0.4774596188981854,0.038012717186465726,0.030440672629586465,-0.5930629791992661,-2.041,3.339,217
1978,John Johnson,johnsjo01,SEA,-0.19088150309601323,-0.2567904689658552,0.40151418158748536,-0.5818408064161309,-0.49634488644486696,0.5396986382795649,4.078,2.595,266
1978,Alvin Scott,scottal01,PHO,0.5376519262793166,0.21612080696839278,-0.668080443099897,-0.1686051240143998,-0.08662278494251427,-1.0873589577354834,4.187,4.493,85
1978,Charlie Scott,scottch01,LAL,-0.7112625240783917,-0.9346299644716106,0.8886562878807488,0.24463055838733128,-0.6134083440169676,-0.01638433757367927,-5.062,4.284,236
1978,Greg Ballard,ballagr01,WSB,0.9123262613866288,0.5944498277157912,-0.46686957310920124,-0.2719140446148327,-0.4378131576588166,-0.16055399798007616,5.228,4.499,296
1978,Tate Armstrong,armstta01,CHI,-0.5447405973640306,-1.1080307656475015,0.2638435863306935,-0.1686051240143998,-0.8475352591611692,0.04540265974334729,-4.137,-1.825,64
1978,Phil Jackson,jacksph01,NYK,-0.3365881889710792,-0.17797192297681388,-0.5409998936320892,0.45124839958819707,-0.1451545137285647,-1.6640375993610703,-4.924,4.902,30
1978,Scott Lloyd,lloydsc01,BUF,0.47520620376143097,0.026956296594693695,-0.5198198020541211,-0.7884586476169966,-0.37928142887276617,-0.6342543107439511,4.956,4.171,82
1978,Ernie DiGregorio,digreer01,LAL,-0.9818606549892284,-1.312958985219009,1.3652083483850281,-0.8917675682174293,-0.8475352591611692,-0.6960413080609781,-4.915,5.28,44
1978,Bobby Wilson,wilsobo03,IND,0.058901386975528255,-1.0607396380540768,-0.03267769576085795,-0.6851497270165638,-0.49634488644486696,0.02480699397100535,3.914,-4.346,72
1978,Eddie Owens,owensed01,BUF,0.47520620376143097,-0.8242840000869528,-0.2338885657515537,-0.9950764888178623,-0.8475352591611692,-0.24293666106944578,5.002,1.609,54
1978,Willie Smith,smithwi02,IND,-1.3149045084179507,-2.1641992819006552,0.3167938152756134,-1.7182389330208918,-0.8475352591611692,-3.3322865269208033,-5.342,5.658,14
1979,Cedric Maxwell,maxwece01,BOS,0.787434816350858,0.925487720869765,-0.29742884048545754,-0.1686051240143998,-0.08662278494251427,-0.2841279926141304,4.997,4.815,633
1979,Sonny Parker,parkeso01,GSW,-0.04517481722094742,-0.5090098161307874,0.04145262476202986,0.6578662407890624,-0.49634488644486696,-0.11936266643539155,-4.382,2.95,332
1979,Bob Dandridge,dandrbo01,WSB,-0.4198491523282598,-0.13068079538338898,0.6239051431561492,-0.4785318858156983,-0.203686242514615,0.9722076194987546,3.329,-3.547,525
1979,Bob Wilkerson,wilkebo01,DEN,-0.4198491523282598,-0.05186224939434764,0.30620376948662964,0.5545573201886299,-0.6134083440169676,-0.24293666106944578,-4.583,4.92,313
1979,James Silas,silasja01,SAS,-0.9402301733106382,-1.076503347251885,0.3167938152756134,-0.1686051240143998,-0.5548766152309174,0.6014856355965922,-4.5,-4.603,114
1979,John Gianelli,gianejo01,MIL,0.058901386975528255,0.2634119345618177,-0.4350994357422494,-0.6851497270165638,0.030440672629586465,-1.1079546235078257,3.978,4.718,70
1979,Adrian Dantley,dantlad01,LAL,0.45439096292213593,-0.241026759768047,-0.3080188862744415,-0.06529620341396693,-0.671940072803018,0.7662509617753307,4.854,-4.38,246
1979,James Hardy,hardyja01,NOJ,0.43357572208284084,-0.22526305057023852,-0.7739809009897368,-0.06529620341396693,0.3816310453458888,-0.8196153026950327,2.907,-4.244,88
1979,Aaron James,jamesaa01,NOJ,0.12134710949341382,-0.5720646529220206,-0.5304098478431053,-0.7884586476169966,-0.4378131576588166,0.4985073067348803,4.918,-4.966,76
1979,Anthony Roberts,roberan01,DEN,0.5584671671186116,-0.16220821377900566,-0.12798810786171386,-0.9950764888178623,-0.7890035303751188,0.18957232014974457,5.316,3.661,92
1979,Dwight Jones,jonesdw01,HOU,0.7666195755115629,0.8624328840785317,-0.7739809009897368,-0.3752229652152654,-0.203686242514615,-0.3047236583864731,5.257,4.305,169
1979,Rick Wilson,wilsori01,ATL,-0.5863710790426209,-0.477482397735171,0.3379739068535813,0.7611751613894953,-0.37928142887276617,-0.3459149899311577,-5.164,4.286,311
1979,Ira Terrell,terreir01,NOJ,-0.06599005806024248,-0.2094993413724303,-0.7845709467787209,-0.4785318858156983,0.2645675877737879,-1.1285502892801684,0.336,-2.827,43
1979,Scott Lloyd,lloydsc01,CHI,1.0372177064224,-0.5090098161307874,-0.4774596188981854,-0.7884586476169966,-0.3207497000867158,-0.840210968467375,5.05,3.109,56
1979,Joe Hassett,hassejo01,SEA,-0.7112625240783917,-1.0134485104606519,0.030862578973045916,-0.2719140446148327,-0.5548766152309174,0.5191029725072223,-3.773,-4.762,101
1979,Wesley Cox,coxwe01,GSW,-0.21169674393530846,-0.03609854019653942,-0.9751917709804325,0.038012717186465726,-0.37928142887276617,0.45731597519019496,4.171,-4.901,69
1979,Jim McMillian,mcmilji01,POR,-0.0035443355423571124,-0.6981743265044865,0.2214834031747577,0.038012717186465726,-0.49634488644486696,-0.9019979657844018,-4.268,4.735,92
1979,Kim Anderson,anderki01,POR,0.4127604812435458,0.05848371499031012,-0.4986397104761533,-0.8917675682174293,-0.08662278494251427,-0.09876700066304925,5.067,-3.472,119
1979,Steve Sheppard,sheppst01,CHI,0.49602144460072606,-1.1553218932409264,-0.3715591610083456,-0.5818408064161309,-0.8475352591611692,-0.9225936315567446,4.187,3.428,35
1980,Sonny Parker,parkeso01,GSW,-0.024359576381652176,-0.2883178873614716,-0.08562792470577787,1.2777197643916594,-0.4378131576588166,0.0042113281986626725,-4.781,2.116,490
1980,Cedric Maxwell,maxwece01,BOS,1.12047866977958,0.4841038633311335,-0.3609691152193614,-0.3752229652152654,-0.08662278494251427,-0.3665106557035,5.186,4.271,408
1980,Dave Robisch,robisda01,CLE,0.45439096292213593,0.657504664507024,-0.41391934416428133,-0.7884586476169966,-0.203686242514615,-0.11936266643539155,5.21,4.254,188
1980,Jim Chones,choneji01,LAL,0.16297759117200394,0.6102135369135997,-0.5939501225770092,-0.5818408064161309,-0.02809105615646397,-0.4488933187928696,4.741,4.117,152
1980,Scott Wedman,wedmasc01,KCK,-0.27414246645319384,-0.13068079538338898,-0.41391934416428133,0.038012717186465726,-0.203686242514615,0.8486336248647006,3.6,-4.988,392
